name,address,town,district,city,state,postal code,telephone,email,remarks
Mukesh Electro Vision,"Shop No.2, H No.9-4/132,Shahab Avenue","Tombs Main Road, Tolichowki",HYDERABAD,GOLCONDA-TL,TELANGANA,500008,9.19394E+11,devendrac677@gmail.com,"Shop No.2, H No.9-4/132,Shahab Avenue,Tombs Main Road, Tolichowki"
Sagar Electrical & Sanitary,"H No 9-4-132/2, Shadab Avenue,","7 Tombs Main Road, Shaikpet, Tolichowki",HYDERABAD,GOLCONDA-TL,TELANGANA,500008,7286830332,Sagarelectricalsanitary2021@gmail.com,"H No 9-4-132/2, Shadab Avenue,,7 Tombs Main Road, Shaikpet, Tolichowki"
Srinivasa Enterprises,"3-83, Opp Rythu Sanham","Gummadidala Village, Sangareddy",SANGAREDDY,GUMMADIDALA-TL,TELANGANA,502313,9885565647,Srinivasaenterprises047@gmail.com,"3-83, Opp Rythu Sanham,Gummadidala Village, Sangareddy"
Sri Ramanjaneya Electrical Sol,"2-6-63, Circuit House",Hanamkonda,WARANGAL,HANAMKONDA-TL,TELANGANA,506001,9.19392E+11,ila.dayakar@gmail.com,"2-6-63, Circuit House,Hanamkonda"
Vinayaka Electricals And Home,"5-9-167, Kishanpura",Hanamkonda,WARANGAL,HANAMKONDA-TL,TELANGANA,506007,9.1985E+11,vinayakagalaxy@gmail.com,"5-9-167, Kishanpura,Hanamkonda"
Vinayaka Electricals And Home,"5-9-167, Kishanpura",Hanamkonda,WARANGAL,HANAMKONDA-TL,TELANGANA,506007,9.1985E+11,vinayakagalaxy@gmail.com,"5-9-167, Kishanpura,Hanamkonda"
Goutham Bath World,"2-9-994/1,near Waddepally Church,100 Ft Road","Hanmakonda, Waranagal Urban,telangana",WARANGAL,HANAMKONDA-TL,TELANGANA,506001,9177843949,Sureshdewari1994kalotra@gmail.com,"2-9-994/1,near Waddepally Church,100 Ft Road,Hanmakonda, Waranagal Urban,telangana"
Venkateshwara Agencies,"2-9-698/A, TNGOS Colony, Near R Girls High School",,WARANGAL,HANAMKONDA-TL,TELANGANA,506001,9.197E+11,chandraprasadgujjeti@gmail.com,"2-9-698/A, TNGOS Colony, Near R Girls High School,"
Shree Ganesh Medicose,Opp Govt Hospital,"Bikaner Road, Anupgarh, Sri Ganganagar",GANGANAGAR,ANUPGARH-RJ,RAJASTHAN,335701,9414515222,Murarilal76@yahoo.com,"Opp Govt Hospital,Bikaner Road, Anupgarh, Sri Ganganagar"
Manpreet Enterprises,"Near Canat Palace, Anoopgarh,",,GANGANAGAR,ANUPGARH-RJ,RAJASTHAN,335701,9.19415E+11,mepaph1234@gmail.com,"Near Canat Palace, Anoopgarh,,"
Jasnath Electrical Store,"1, Surte Ki Beri",Teh. Dhorimana,BARMER,DHORIMANA-RJ,RAJASTHAN,344704,9.19414E+11,jasnathelectrical@gmail.com,"1, Surte Ki Beri,Teh. Dhorimana"
Parmod Sales,"Ward No.19, Near Sikariya Chourasta",Fatehpur,SIKAR,FATEHPUR-RJ,RAJASTHAN,332301,8005530874,Rajneetchoudhary543@gmail.com,"Ward No.19, Near Sikariya Chourasta,Fatehpur"
Sintech International,Hiran Magri,,UDAIPUR,GIRWA-RJ,RAJASTHAN,313002,9.19414E+11,sintechint@yahoo.co.in,"Hiran Magri,"
Sintech International,Hiran Magri,,UDAIPUR,GIRWA-RJ,RAJASTHAN,313002,9.19414E+11,sintechint@yahoo.co.in,"Hiran Magri,"
Riddhi Siddhi Enterprises,"609, Glass Factory","Kehpura Road, Udaipur",UDAIPUR,GIRWA-RJ,RAJASTHAN,313002,9001792727,Rsenter777@gmail.com,"609, Glass Factory,Kehpura Road, Udaipur"
Hema Enterprises,"NJ-63, Infront of Amps,New Jyoti Nagar",Hindaun City,KARAULI,HINDAUN-RJ,RAJASTHAN,322230,9.17014E+11,hemaenterpriseshnd@gmail.com,"NJ-63, Infront of Amps,New Jyoti Nagar,Hindaun City"
Gyayak Sales Corporation,"Shop No.11, 12, 13, Gyayak Shopping Center, 40 Industrial Ar",Thikaria,BANSWARA,BANSWARA-RJ,RAJASTHAN,327001,9.19673E+11,maabeteetea2002@yahoo.com,"Shop No.11, 12, 13, Gyayak Shopping Center, 40 Industrial Ar,Thikaria"
Hello Electricals,"Shop No. 6, Chetak Complex,","Dohad Road,",BANSWARA,BANSWARA-RJ,RAJASTHAN,327001,9.19461E+11,prsvora@gmail.com,"Shop No. 6, Chetak Complex,,Dohad Road,"
National Electricals,Hospital Road,Bagidora,BANSWARA,BANSWARA-RJ,RAJASTHAN,327601,9.19829E+11,nationalelecbag@gmail.com,"Hospital Road,Bagidora"
Balaji Electric And Sanitary,"Old Bus Stand, Near Post Office","Anandpuri, Banswara",BANSWARA,BANSWARA-RJ,RAJASTHAN,327031,9660902030,Balajielectric1987@gmail.com,"Old Bus Stand, Near Post Office,Anandpuri, Banswara"
Swastik Electricals,"Opp- Bank Of Maharashtra , Shant Seva Kuti","Dhod Road,",BANSWARA,BANSWARA-RJ,RAJASTHAN,327001,8824561315,Sanmitjain25@gmail.com,"Opp- Bank Of Maharashtra , Shant Seva Kuti,Dhod Road,"
Babu Lal Bhatia,"01,Manak Chowk, Bhatia Market",,JAISALMER,JAISALMER-RJ,RAJASTHAN,345001,9.19637E+11,mbbjsm@gmail.com,"01,Manak Chowk, Bhatia Market,"
Tarun Electric,"Opp.Salam Singh Haveli, Gadisar Road",,JAISALMER,JAISALMER-RJ,RAJASTHAN,345001,9.19414E+11,banshi1468@gmail.com,"Opp.Salam Singh Haveli, Gadisar Road,"
Tarun Electric,"Opp.Salam Singh Haveli, Gadisar Road",,JAISALMER,JAISALMER-RJ,RAJASTHAN,345001,9.19414E+11,banshi1468@gmail.com,"Opp.Salam Singh Haveli, Gadisar Road,"
Chetan Electricals,"Plot No. 05, Raghu Kamal Niwas,","Opp. Ganpati Plaza, M.I.Road,",JAIPUR,JAIPUR-RJ,RAJASTHAN,302001,9.19829E+11,chetanbhargava2000@yahoo.com,"Plot No. 05, Raghu Kamal Niwas,,Opp. Ganpati Plaza, M.I.Road,"
Chamunda Engineering Company,"G-2, Plot No.5, Ridhi Sidhi Apartment-II","Gulabi Nagar, Sodala,Ajmer Road",JAIPUR,JAIPUR-RJ,RAJASTHAN,302019,9.1993E+11,chamundaengineer@gmail.com,"G-2, Plot No.5, Ridhi Sidhi Apartment-II,Gulabi Nagar, Sodala,Ajmer Road"
Choudhary Electricals,Main Market,,JAIPUR,JAIPUR-RJ,RAJASTHAN,303103,9.19828E+11,mahesh.janiya2423@gmail.com,"Main Market,"
Girraj Sanitary And Hardware,"Shop No.25, Sunder Vihar","Opp. Kedawat Bhawan, Durgapura",JAIPUR,JAIPUR-RJ,RAJASTHAN,302018,9.19351E+11,girraj1993@gmail.com,"Shop No.25, Sunder Vihar,Opp. Kedawat Bhawan, Durgapura"
Deepali Enterprises,"19.Navjeevan Complex,Ground Floor",Station Road,JAIPUR,JAIPUR-RJ,RAJASTHAN,302006,9.19829E+11,deepalienterprises19@gmail.com,"19.Navjeevan Complex,Ground Floor,Station Road"
Kanha Electricals,"Shop No.02,New Aatish Market","Gopal Pura, Byepass Road,Mansarovar",JAIPUR,JAIPUR-RJ,RAJASTHAN,302020,9.18824E+11,rahulpritimittal2016@gmail.com,"Shop No.02,New Aatish Market,Gopal Pura, Byepass Road,Mansarovar"
Mahajan Electricals,"367,Indra Bazar",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302001,9.19414E+11,mahajanjaipur1@gmail.com,"367,Indra Bazar,"
Maple Lights,D-29A. Saraswati Marg,"Bani Park,",JAIPUR,JAIPUR-RJ,RAJASTHAN,302006,9.17792E+11,maplelightsjpr@gmail.com,"D-29A. Saraswati Marg,Bani Park,"
Maple Lights,D-29A. Saraswati Marg,"Bani Park,",JAIPUR,JAIPUR-RJ,RAJASTHAN,302006,9.17792E+11,maplelightsjpr@gmail.com,"D-29A. Saraswati Marg,Bani Park,"
Naman Marketing,"A-16,Inderpuri Colony,lal kothi",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302015,9.19414E+11,namanmarketing@yahoo.com,"A-16,Inderpuri Colony,lal kothi,"
Shri Guru Enterprises,"A-91, Hanuman Nagar,Vaishali Nagar",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302021,9.19829E+11,shreeguruenterprises@yahoo.com,"A-91, Hanuman Nagar,Vaishali Nagar,"
Shiv Shakti Sanitary Hardware,"54,  Opp Haunuman Vatika, Sikar Rd,",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302039,9.1983E+11,mittal.shivshakti@gmail.com,"54,  Opp Haunuman Vatika, Sikar Rd,,"
Shrinath Cables,"11-17,Chameliwala Market, M.I.Road",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302001,9.19414E+11,samar.sharma@rediffmail.com,"11-17,Chameliwala Market, M.I.Road,"
S.R. Brothers,"M-16,6-D Engineers colonyd Floor","New Sanganer Road Mansarovar,",JAIPUR,JAIPUR-RJ,RAJASTHAN,302020,9.19928E+11,sr_brothers43@yahoo.com,"M-16,6-D Engineers colonyd Floor,New Sanganer Road Mansarovar,"
S.R. Brothers,"M-16,6-D Engineers colonyd Floor","New Sanganer Road Mansarovar,",JAIPUR,JAIPUR-RJ,RAJASTHAN,302020,9.19928E+11,sr_brothers43@yahoo.com,"M-16,6-D Engineers colonyd Floor,New Sanganer Road Mansarovar,"
Super Sales,Near Ksheer Sagar Hotel Bldg,Motilal Atal Road,JAIPUR,JAIPUR-RJ,RAJASTHAN,302001,9.19783E+11,sitarambanka@gmail.com,"Near Ksheer Sagar Hotel Bldg,Motilal Atal Road"
Super Sales,Near Ksheer Sagar Hotel Bldg,Motilal Atal Road,JAIPUR,JAIPUR-RJ,RAJASTHAN,302001,9.19783E+11,sitarambanka@gmail.com,"Near Ksheer Sagar Hotel Bldg,Motilal Atal Road"
Su-Man Enterprises,"A-238, Nehru Nagar,Pani Petch",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302016,9.19694E+11,suman_enterprises379@yahoo.com,"A-238, Nehru Nagar,Pani Petch,"
Suresh Electric Board Works,"158-159,Mahendwas House,Nehru Bazar",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302003,9.19829E+11,khandelwalmukesh73@gmail.com,"158-159,Mahendwas House,Nehru Bazar,"
Varun Technocarts Private Limi,"A-53,Hari Nagar, Shastri Nagar",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302016,9.19829E+11,varuntechnicrats@yahoo.co.in,"A-53,Hari Nagar, Shastri Nagar,"
Aditya Sales,"Shop No.9, New Aatish Market,Gopal Pura",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302020,9.18234E+11,adityasalesjaipur@gmail.com,"Shop No.9, New Aatish Market,Gopal Pura,"
Adarsh Electricals,"Opp.Balaji Mandir,Renwal Rd,Dholi Mandi",Chomu,JAIPUR,JAIPUR-RJ,RAJASTHAN,303702,9829680858,adarshelectricals11@gmail.com,"Opp.Balaji Mandir,Renwal Rd,Dholi Mandi,Chomu"
Chetan Electricals,"Plot No. 05, Raghu Kamal Niwas,","Opp. Ganpati Plaza, M.I.Road,",JAIPUR,JAIPUR-RJ,RAJASTHAN,302001,9.19829E+11,chetanbhargava2000@yahoo.com,"Plot No. 05, Raghu Kamal Niwas,,Opp. Ganpati Plaza, M.I.Road,"
Choudhary Electricals,Main Market,,JAIPUR,JAIPUR-RJ,RAJASTHAN,303103,9.19828E+11,mahesh.janiya2423@gmail.com,"Main Market,"
Deepali Enterprises,"19.Navjeevan Complex,Ground Floor",Station Road,JAIPUR,JAIPUR-RJ,RAJASTHAN,302006,9.19829E+11,deepalienterprises19@gmail.com,"19.Navjeevan Complex,Ground Floor,Station Road"
Shree Nursingsahay Mudungopal,"Ketewa Bhawan  M I Road, Near A.I Radio",,JAIPUR,JAIPUR-RJ,RAJASTHAN,302001,9.19829E+11,shreenursingsahay@shreenursingsahay.com,"Ketewa Bhawan  M I Road, Near A.I Radio,"
Selmore,Opp- A I R,M I Road,JAIPUR,JAIPUR-RJ,RAJASTHAN,302001,9829063706,Sales@selmorejaipur.com,"Opp- A I R,M I Road"
Arihant Systems,"S S Tower, 304-305, Gopinath Marg","M I Road, Jaipur",JAIPUR,JAIPUR-RJ,RAJASTHAN,302001,9928381166,Arihant.systems@gmail.com,"S S Tower, 304-305, Gopinath Marg,M I Road, Jaipur"
Nandini Agency,Ward No.22,Nohar,HANUMANGARH,HANUMANGARH-RJ,RAJASTHAN,335523,9.18697E+11,ask.agarwala@gmail.com,"Ward No.22,Nohar"
Ridhi Enterprises,Shop No.224,"Nai Dhan Mandi,",HANUMANGARH,HANUMANGARH-RJ,RAJASTHAN,335512,9828540105,Anubhavdudhani@gmail.com,"Shop No.224,Nai Dhan Mandi,"
A B Electricals,"G-2,Keshari Bhawan, Milk Man Colony",Pal Road,JODHPUR,JODHPUR-RJ,RAJASTHAN,342001,9.19828E+11,abelectricals7@gmail.com,"G-2,Keshari Bhawan, Milk Man Colony,Pal Road"
A B Electricals,"G-2,Keshari Bhawan, Milk Man Colony",Pal Road,JODHPUR,JODHPUR-RJ,RAJASTHAN,342001,9.19828E+11,abelectricals7@gmail.com,"G-2,Keshari Bhawan, Milk Man Colony,Pal Road"
Aditi Corporation,"Khasra No.41/5,, Suraj Nagar, Guda Road",Jhalamand,JODHPUR,JODHPUR-RJ,RAJASTHAN,342005,9.18891E+11,bkjoshi@aditicorporation.com,"Khasra No.41/5,, Suraj Nagar, Guda Road,Jhalamand"
Bafna Electrical Panels,"Plot No. 102/16/1081/740, Megwalo Ki Dhani,Near Rajasthan","Art and Craft House,2nd Phase Basni",JODHPUR,JODHPUR-RJ,RAJASTHAN,342005,9.19414E+11,bafnaelectric102@gmail.com,"Plot No. 102/16/1081/740, Megwalo Ki Dhani,Near Rajasthan,Art and Craft House,2nd Phase Basni"
Balaji Light And Electricals,"Shri Ram Building, Nagauri Gate Road",Mahamandir Circle,JODHPUR,JODHPUR-RJ,RAJASTHAN,342001,9.19509E+11,lalit1234.lr@gmail.com,"Shri Ram Building, Nagauri Gate Road,Mahamandir Circle"
Cable House,"E-30 (A), Near Bank Of Baroda,",Ii Phase Basni,JODHPUR,JODHPUR-RJ,RAJASTHAN,342008,9.19829E+11,sunil_cablehouse@rediffmail.com,"E-30 (A), Near Bank Of Baroda,,Ii Phase Basni"
Dhanlaxmi Electric Company,"3, II C Road",Sardarpura,JODHPUR,JODHPUR-RJ,RAJASTHAN,342001,9.198E+11,lakhansoni8@gmail.com,"3, II C Road,Sardarpura"
Utsav India Limited,"Plot No. 980, Utsav Plaza Office No 3A ,3rd Floor,","Geeta Bhawan Road,Sardarapura",JODHPUR,JODHPUR-RJ,RAJASTHAN,342003,9.19829E+11,info@utsavgroup.com,"Plot No. 980, Utsav Plaza Office No 3A ,3rd Floor,,Geeta Bhawan Road,Sardarapura"
Vardhman Sales,"28 / 3, Gole Building Road, Jalori Gate,",,JODHPUR,JODHPUR-RJ,RAJASTHAN,342001,9.19414E+11,mailme000.mj@gmail.com,"28 / 3, Gole Building Road, Jalori Gate,,"
Vardhman Sales,"28 / 3, Gole Building Road, Jalori Gate,",,JODHPUR,JODHPUR-RJ,RAJASTHAN,342001,9.19414E+11,mailme000.mj@gmail.com,"28 / 3, Gole Building Road, Jalori Gate,,"
Vinod Electricals,"Basement Nirmal Tower,","1st Chopasani Road,",JODHPUR,JODHPUR-RJ,RAJASTHAN,342003,9.19829E+11,Vinodelec@Rediffmail.Com,"Basement Nirmal Tower,,1st Chopasani Road,"
Maa Sachchiyay Enterprises,"176, Vinayak Nagar","Near B. R. Birla School Road,",JODHPUR,JODHPUR-RJ,RAJASTHAN,342008,9829004739,Daidipyap@ymal.com,"176, Vinayak Nagar,Near B. R. Birla School Road,"
Bharat Light House,"Near Kalu Market, Station Road",,JHUNJHUNU,JHUNJHUNU-RJ,RAJASTHAN,333001,9.18891E+11,lokeshkmeel9928200@gmail.com,"Near Kalu Market, Station Road,"
Shreenath Traders,"College Road,",Shastri Colony,DUNGARPUR,DUNGARPUR-RJ,RAJASTHAN,314001,9460244430,Bhuvneshkalal224@gmail.com,"College Road,,Shastri Colony"
Super Elelctronics and Elelctr,"Shashtri Marg, Opp. Govt. College,",,DUNGARPUR,DUNGARPUR-RJ,RAJASTHAN,314001,9.19414E+11,sawanjain93@gmail.com,"Shashtri Marg, Opp. Govt. College,,"
Bhatt Electric Store,"New Bus Stand,Sagwara Road",,DUNGARPUR,DUNGARPUR-RJ,RAJASTHAN,314001,9.19415E+11,roshan_bhatt10@yahoo.com,"New Bus Stand,Sagwara Road,"
Rahul Electricals And Electron,"Near Police Station, Banswara Road",Aspur,DUNGARPUR,DUNGARPUR-RJ,RAJASTHAN,314021,,bharatkumar.teli@gmail.com,"Near Police Station, Banswara Road,Aspur"
Alsafa Trading,"18-12-419/C/6A, Ismath Nagar,Hafex Bana Nagar",Chandrayangutta,HYDERABAD,HYDERABAD-TL,TELANGANA,500058,9.19347E+11,alsafatrading87@gmail.com,"18-12-419/C/6A, Ismath Nagar,Hafex Bana Nagar,Chandrayangutta"
Ashoka Electric Company,"G-5 5-4-83 to 85, TSK Chambers, ,","MG Road, Ranigunj",HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.1903E+11,aeco25@gmail.com,"G-5 5-4-83 to 85, TSK Chambers, ,,MG Road, Ranigunj"
Corporate Electricals,"5-4-86 TO 92, 246,247, 2nd Floor, Alkarim Trade Center","M.G. Road, Ranigunj",HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9885290006,corporate1809@gmail.com,"5-4-86 TO 92, 246,247, 2nd Floor, Alkarim Trade Center,M.G. Road, Ranigunj"
Coverage Agencies,"18-13-7/1/30/A, Sediganga","Indra Nagar, Chandrayangutta",HYDERABAD,HYDERABAD-TL,TELANGANA,500058,9.194E+11,coverage009@gmail.com,"18-13-7/1/30/A, Sediganga,Indra Nagar, Chandrayangutta"
Electra Automation,"5-4-42 to 50, Ist Floor,Kanhaiyalal Estate",Distillery Road,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19885E+11,info@electraautomation.com,"5-4-42 to 50, Ist Floor,Kanhaiyalal Estate,Distillery Road"
Enarayan Elex India (P) Ltd.,"5-2-130/131A, R.P. Road,",Opp:Bible House,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19849E+11,chandu@enarayan.com,"5-2-130/131A, R.P. Road,,Opp:Bible House"
Enarayan Elex India (P) Ltd.,"5-2-130/131A, R.P. Road,",Opp:Bible House,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19849E+11,chandu@enarayan.com,"5-2-130/131A, R.P. Road,,Opp:Bible House"
Efficient Electricals and  Ele,"141/11, Durga Bhavan, Ground Floor,R P Road",,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19848E+11,efficientelect@gmail.com,"141/11, Durga Bhavan, Ground Floor,R P Road,"
Efficient Electricals and  Ele,"141/11, Durga Bhavan, Ground Floor,R P Road",,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19848E+11,efficientelect@gmail.com,"141/11, Durga Bhavan, Ground Floor,R P Road,"
Greentech Electronics,"16-11-740/1 G2, Shailaja Estates, Gaddianaram Road",Dilshuknagar,HYDERABAD,HYDERABAD-TL,TELANGANA,500060,9.19849E+11,greentech_electronics@yahoo.com,"16-11-740/1 G2, Shailaja Estates, Gaddianaram Road,Dilshuknagar"
Hari Om Marketing,"3/3/219, Masjid Lane Opp. Police Station,","L B Nagar, Hyderabad,",HYDERABAD,HYDERABAD-TL,TELANGANA,500074,9.19704E+11,kishorechoudhary7712@gmail.com,"3/3/219, Masjid Lane Opp. Police Station,,L B Nagar, Hyderabad,"
Parekh Light,"Shop No. 3,5-1-450,USR Chhambers",Jambagh,HYDERABAD,HYDERABAD-TL,TELANGANA,500012,9000008511,parekhlight@gmail.com,"Shop No. 3,5-1-450,USR Chhambers,Jambagh"
Maheshwari Marketing Services,"1-15-7-279, Gr. Flr, Santoshi Mata Temple Lane","Muslimjung Bridge, Begum Bazar,",HYDERABAD,HYDERABAD-TL,TELANGANA,500012,9848968711,mms_vk@yahoo.in,"1-15-7-279, Gr. Flr, Santoshi Mata Temple Lane,Muslimjung Bridge, Begum Bazar,"
Mpower Electric Solutions,"760, BN reddy Nagar, Cgarlapally",Mechal-Malkajgiri,HYDERABAD,HYDERABAD-TL,TELANGANA,500051,9.19551E+11,mpowerdbboxes@gmail.com,"760, BN reddy Nagar, Cgarlapally,Mechal-Malkajgiri"
Mpower Electric Solutions,"760, BN reddy Nagar, Cgarlapally",Mechal-Malkajgiri,HYDERABAD,HYDERABAD-TL,TELANGANA,500051,9.19551E+11,mpowerdbboxes@gmail.com,"760, BN reddy Nagar, Cgarlapally,Mechal-Malkajgiri"
PSR Electric LLP,"Shop No 2, First Floor,No 5-2-231 to 234 And 5-2-250 to","5-2-252/1,Hyderbasti,Opp MahaveerComplex",HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19951E+11,enquiry@psrelectric.com,"Shop No 2, First Floor,No 5-2-231 to 234 And 5-2-250 to,5-2-252/1,Hyderbasti,Opp MahaveerComplex"
PSR Electric LLP,"Shop No 2, First Floor,No 5-2-231 to 234 And 5-2-250 to","5-2-252/1,Hyderbasti,Opp MahaveerComplex",HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19951E+11,enquiry@psrelectric.com,"Shop No 2, First Floor,No 5-2-231 to 234 And 5-2-250 to,5-2-252/1,Hyderbasti,Opp MahaveerComplex"
Ramdev Electrical H/W Paints A,"2/232, NFC Main Road, Moula Ali","HB Colony, Meerpet",HYDERABAD,HYDERABAD-TL,TELANGANA,500040,9.19913E+11,sohanlalchoudhary8346@gmail.com,"2/232, NFC Main Road, Moula Ali,HB Colony, Meerpet"
Sai Marketing,"4-1-556/6 (Cellar) Reliance,","Complex Troop Bazar ,",HYDERABAD,HYDERABAD-TL,TELANGANA,500001,9.19849E+11,saiashokmarketing@yahoo.com,"4-1-556/6 (Cellar) Reliance,,Complex Troop Bazar ,"
Sai Marketing,"4-1-556/6 (Cellar) Reliance,","Complex Troop Bazar ,",HYDERABAD,HYDERABAD-TL,TELANGANA,500001,9.19849E+11,saiashokmarketing@yahoo.com,"4-1-556/6 (Cellar) Reliance,,Complex Troop Bazar ,"
Shree Enterprises,"5-4-187/6,Modi Complex",Karbalamaidan,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19849E+11,shreeenterprises_nk@yahoo.com,"5-4-187/6,Modi Complex,Karbalamaidan"
Shankara Building Products Lim,"2-3-235, Road no. 2, Adarsh Nagar,","Nagole, LB Nagar",HYDERABAD,HYDERABAD-TL,TELANGANA,500068,9.19848E+11,amitnaik@shankarabuildpro.com,"2-3-235, Road no. 2, Adarsh Nagar,,Nagole, LB Nagar"
Square A Enterprises,"G18, Minerva Complex, SD Road,",,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19849E+11,info@squarea.in,"G18, Minerva Complex, SD Road,,"
Sri Ganesh Agencies,"L.B Nagar,Vijaywada Road,Near",,HYDERABAD,HYDERABAD-TL,TELANGANA,500074,9.19849E+11,ganeshagencies1983@gmail.com,"L.B Nagar,Vijaywada Road,Near,"
Sree Ravikiran Electricals,"D.No.5-4-148/5/A  M G Road,",Raniganj,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19867E+11,sreeravikiranelectricals@yahoo.co.in,"D.No.5-4-148/5/A  M G Road,,Raniganj"
Sree Ravikiran Electricals,"D.No.5-4-148/5/A  M G Road,",Raniganj,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19867E+11,sreeravikiranelectricals@yahoo.co.in,"D.No.5-4-148/5/A  M G Road,,Raniganj"
Srinivasa Electricals,"3-1-177, Esamia Bazar",,HYDERABAD,HYDERABAD-TL,TELANGANA,500027,9.19391E+11,srinivasaelectricals.org@gmail.com,"3-1-177, Esamia Bazar,"
Srinivasa Electricals,"3-1-177, Esamia Bazar",,HYDERABAD,HYDERABAD-TL,TELANGANA,500027,9.19391E+11,srinivasaelectricals.org@gmail.com,"3-1-177, Esamia Bazar,"
Sri Tirumala Trading,"7-2-589/1,Ground Floor",Boorugushetty Bazar,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.17799E+11,sritirumalatrading15@gmail.com,"7-2-589/1,Ground Floor,Boorugushetty Bazar"
Sri Tirumala Trading,"7-2-589/1,Ground Floor",Boorugushetty Bazar,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.17799E+11,sritirumalatrading15@gmail.com,"7-2-589/1,Ground Floor,Boorugushetty Bazar"
Sri Lakshmi Electrical And Har,"2-19-1/3, Kalyanpuri, Uppal Road",,HYDERABAD,HYDERABAD-TL,TELANGANA,500039,9.19503E+11,srilakshmi2720@gmail.com,"2-19-1/3, Kalyanpuri, Uppal Road,"
Sri Rajyalaxmi Marketing,"3-1-72, Moti Market, Kachiguda",,HYDERABAD,HYDERABAD-TL,TELANGANA,500027,9.19885E+11,saluwadisampath@gmail.com,"3-1-72, Moti Market, Kachiguda,"
Sri Chamundi Enterprises,"4-3-119,Hill Street",Ranigunj,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.17702E+11,srichamundi@gmail.com,"4-3-119,Hill Street,Ranigunj"
S S Associates,"1-10-112,Near Telephone Office,Temple Road",Alwal,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19867E+11,ssasso2001@yahoo.com,"1-10-112,Near Telephone Office,Temple Road,Alwal"
S S Associates,"1-10-112,Near Telephone Office,Temple Road",Alwal,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19867E+11,ssasso2001@yahoo.com,"1-10-112,Near Telephone Office,Temple Road,Alwal"
Suven Traders Pvt.Ltd.,"6-23-1/4,Ist Floor","Opp.Kukatpally Bus Depot,Moosapet",HYDERABAD,HYDERABAD-TL,TELANGANA,500018,9.19949E+11,suventraders@gmail.com,"6-23-1/4,Ist Floor,Opp.Kukatpally Bus Depot,Moosap"
Sun Electricals,"Shop No 1 and 2, MCH No 5-3-404 To 5-3-411 Ground Floor",Adinath Square,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19885E+11,sunelectricals@gmail.com,"Shop No 1 and 2, MCH No 5-3-404 To 5-3-411 Ground Floor,Adinath Square"
Unitas Business Services Priva,"7-3-196/1, And 196/204, Laxmi Complex, Ist Floor",Ghasmandi,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.18886E+11,anselm.unitas@gmail.com,"7-3-196/1, And 196/204, Laxmi Complex, Ist Floor,Ghasmandi"
Universal Electricals,"16-11-312/6,Zareena Plaza, Near Andal Nilayam",Moosaram Bagh,HYDERABAD,HYDERABAD-TL,TELANGANA,500036,9.17207E+11,hyd@universalelectricals.in,"16-11-312/6,Zareena Plaza, Near Andal Nilayam,Moos"
Venus Electricals,"3-4-75, Hyderguda X Road,Pillar No.143",Rajendranagar,HYDERABAD,HYDERABAD-TL,TELANGANA,500048,9.19397E+11,venuselectricalsiri@gmail.com,"3-4-75, Hyderguda X Road,Pillar No.143,Rajendranagar"
Venkateshwara Enterprises,"5-5-90/139, R.P. Road",,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19867E+11,admin@venkateshwaragrouphyd.com,"5-5-90/139, R.P. Road,"
Vikas Electrical H/W Paints An,"Plot No.26,Vasavi Nagar Karkhana",,HYDERABAD,HYDERABAD-TL,TELANGANA,500003,9.19704E+11,vikashardware163@gmail.com,"Plot No.26,Vasavi Nagar Karkhana,"
